DRUG SMILES,FRAG_SMILES
CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Cc1ccnc(C(C)(C)C(F)(F)F)c1
C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](C)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](C)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,CN[C@@H](Cc1ccccc1)C(C)=O
CC(C)C[C@@H](C(=O)[C@]1(CO1)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,CN[C@@H](Cc1ccccc1)C(C)=O
B([C@H](CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O,CC(=O)c1cc(Cl)ccc1Cl
CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Cc1nc([C@@H]2CCCN2C)n2ccnc(N)c12
C=CC(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,Cc1nn(C)c2ncnc(N)c12
C[C@](C1=CC=C(C=C1)F)(C2=CN=C(N=C2)N3CCN(CC3)C4=NC=NN5C4=CC(=C5)C6=CN(N=C6)C)N,Cc1ncc([C@@](C)(N)c2ccc(F)cc2)cn1
CCN1C2=CC(=NC=C2C=C(C1=O)C3=CC(=C(C=C3Br)F)NC(=O)NC4=CC=CC=C4)NC,CCn1c(=O)c(C)cc2cnc(NC)cc21
C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,CO[C@@H]1[C@H](N(C)C)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,CNc1ccc(C)cc1
CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,CC1C(=O)Nc2ccc(F)cc21
CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,Cc1ccc(C)c(S(N)(=O)=O)c1
CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,CNc1ccc(C)cc1F
COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl,COc1cc2nccc(C)c2cc1C(N)=O
COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,COc1cc2nccc(C)c2cc1OC
CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,COc1cc2c(C)ncnc2cc1C
C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F,CCc1ccc(C(F)(F)F)nc1
CC(C)NCCN(C1=CC2=NC(=CN=C2C=C1)C3=CN(N=C3)C)C4=CC(=CC(=C4)OC)OC,Cc1ccc2ncc(C)nc2c1
CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5,CC(=O)c1ccc(C)c(C#Cc2cnc3cccnn23)c1
C[C@@H](CNC1=NC=CC(=N1)C2=CN(N=C2C3=C(C(=CC(=C3)Cl)NS(=O)(=O)C)F)C(C)C)NC(=O)OC,Cc1cc(Cl)cc(C)c1F
CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)F)C(=O)NOCCO,CC(=O)c1cc2c(ncn2C)c(F)c1C
CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,CC(=O)c1cc2c(ncn2C)c(F)c1C
CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,CNc1ccc(F)c(C(=O)c2c[nH]c3ncc(C)cc23)c1F
CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,CNc1cccc(C)c1F
CC[C@@H](C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,CC[C@H](C)c1nc2cccc(F)c2c(=O)n1C
COC1=C(C=CC2=C3NCCN3C(=NC(=O)C4=CN=C(N=C4)N)N=C21)OCCCN5CCOCC5,CCCCOc1ccc2c3n(c(=NC)nc2c1OC)CCN3
C[C@@H](C1=CC2=C(C(=CC=C2)Cl)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,CC(C)c1cc2cccc(Cl)c2c(=O)n1C
C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N,Cn1ccc(N)nc1=O
CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC,CCc1ccc2nc(N)nc(N)c2c1C
C1=CN(C2=NC=NC(=C21)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,C[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
C([C@@H](C(=O)O)NC(=O)CP(=O)(O)O)C(=O)O,CN[C@@H](CC(C)=O)C(C)=O
CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O,COc1ccc(C[C@H](N)C(C)=O)cc1
C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Br)CO)O,Cn1cc(Br)c(=O)[nH]c1=O
C1CN(C(=O)NC1O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,C[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
C1[C@H](CNC2=C1C(=O)NC(=N2)N)CCC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,CC(=O)c1ccc(CC[C@H]2CNc3nc(N)[nH]c(=O)c3C2)cc1
CCCCS(=N)(=O)CCC(C(=O)O)N,CCCCS(=N)(=O)CCC(N)C(C)=O
C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O,Cn1cc(F)c(=O)[nH]c1=O
C1=C(C2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)C#N,Cn1cc(C#N)c2c(N)ncnc21
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,Cn1cnc2c(N)nc(Cl)nc21
COC1=NC(=NC2=C1N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,COc1nc(N)nc2c1ncn2C
C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(C)=O)cc1
CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F,Cn1cc(F)c(=O)[nH]c1=O
CC(CC(=O)O)(CC(=O)O)O,CC(=O)CC(C)(O)CC(C)=O
C[C@]12C[C@]34C[C@H]1C[C@@H]([C@H]3[C@](C(=O)C=C4)(C)CCC(=O)NC5=C(C=CC(=C5O)C(=O)O)O)O2,CC(=O)CC[C@]1(C)C(=O)C=C[C@]23C[C@H]4C[C@H](O[C@@]4(C)C2)[C@H]31
C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)O,Cc1nn(C)c2ccccc12
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,C[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1
CCO[C@H](COC1=CC=C(C=C1)C(F)(F)F)CSC2=CC(=C(C=C2)OCC(=O)O)C,Cc1ccc(C(F)(F)F)cc1
C1N=C(NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,CN1CN=C(N)NC1=O
C(CC(=O)C=[N+]=[N-])[C@@H](C(=O)O)N,CC(=O)[C@@H](N)CCC(=O)C=[N+]=[N-]
C1C[C@@H](O[C@@H]1CO)N2C=NC3=C(N=CN=C32)N,Cn1cnc2c(N)ncnc21
CN(CCCl)CCCl,CCCCl
C1CN1P(=S)(N2CC2)N3CC3,CN1CC1
C1CNP(=O)(OC1)N(CCCl)CCCl,CP1(=O)NCCCO1
C1CN(P(=O)(OC1)NCCCl)CCCl,CN1CCCOP1(C)=O
C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2],CC(=O)C1(C(C)=O)CCC1
C1CCC(CC1)NC(=O)N(CCCl)N=O,CN=O
C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,CC(=O)CCCc1ccc(C)cc1
C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl,CC(=O)[C@@H](N)Cc1ccc(C)cc1
CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,CC(=O)CCCc1nc2cc(C)ccc2n1C
CCOC(=O)[C@H](CC1=CC=C(C=C1)F)NC(=O)[C@H](CC2=CC=C(C=C2)N(CCCl)CCCl)N,CN[C@@H](Cc1ccc(F)cc1)C(C)=O
CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,CC[C@@H]1C2=C(C(=O)C(C)=C(N)C2=O)N2C[C@@H]3N[C@@H]3[C@]12OC
CC1=NC=C(C(=N1)N)CNC(=O)N(CCCl)N=O,CNCc1cnc(C)nc1N
C(CCl)NP(=O)(NCCCl)O,CP(C)(=O)O
C1CN(CCN1C(=O)CCBr)C(=O)CCBr,CN1CCN(C)CC1
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CCCC4=CC=C(C=C4)N(CCCl)CCCl)O)CCC5=CC(=O)C=C[C@]35C)O,CCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
CC(C)NC(=O)C1=CC=C(C=C1)CNNC,CCc1ccc(C(C)=O)cc1
CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CNC(=O)N(CCCl)N=O)O)O)O,CNC[C@H]1O[C@H](OC)[C@H](O)[C@@H](O)[C@@H]1O
CC1CCC(CC1)NC(=O)N(CCCl)N=O,CNC1CCC(C)CC1
CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O,CN[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O
CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NC3=CN(C(=C3)C(=O)NCCC(=N)N)C)C)NC(=O)C4=CC=C(C=C4)N(CCCl)CCCl,CC(=O)c1ccc(C)cc1
CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,Cc1ncc([N+](=O)[O-])n1C
C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4,Cc1nc(C)nc(C)n1
C1CN1C2=CC(=O)C(=C(C2=O)N3CC3)N4CC4,CN1CC1
C1CN(P(=O)(OC1)N(CCCl)CCCl)CCCl,CN1CCCOP1(C)=O
C1=C(C(=O)NC(=O)N1)N(CCCl)CCCl,Cc1c[nH]c(=O)[nH]c1=O
C1CCC(CC1)NC(=O)N(CCCl)N=O,CNC1CCCCC1
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,Cc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OP(=O)(O)O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OP(=O)(O)O)CC[C@@H]12
C1C(O1)COCCOCCOCCOCC2CO2,CCCOCCC
CCOP(=O)(C(C)NC(=O)N(CCCl)N=O)OCC,CCOP(=O)(OCC)C(C)NC
CC1=C(C(=O)C(=C(C1=O)N2CC2)C(COC(=O)N)OC)N3CC3,CCC(OC)C1=C(C)C(=O)C(C)=C(C)C1=O
C(CCl)NC(=O)N(CCCl)N=O,CNCCCl
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(C)c(I)c1
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,Cc1ccc2c(c1)NC(=O)CC2
CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,CNc1ccccc1
CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](C)[C@H](C)[C@@H](C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,CC(C)C(=O)c1cccc(Cl)c1
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,Cc1cc(C(F)(F)F)nn1C
COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,CC(=O)[C@@H](C)c1ccccc1Cl
CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,Cc1cccc2ccccc12
C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,CC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1C
C1CCC(CC1)(CC(=O)O)CN,CC(=O)CC1(CN)CCCCC1
CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,CCc1ccc(C(C)=O)cc1
C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,Cc1nnc(N)nc1N
CC[C@@H](C(=O)N)N1CCCC1=O,CC[C@H](C)C(N)=O
CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,CC1=Nc2ccccc2Nc2sc(C)cc21
COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,COc1ccnc(CS(=O)c2nc3ccc(C)cc3[nH]2)c1OC
C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,CC1=Nc2ccccc2Sc2ccccc21
CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,CCc1c(C)nc(N(C)C)nc1C(C)C
CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,CCc1ccc(C)cc1
CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,CC(=O)Cc1c(C)nc2ccc(C)cn12
C1=NC2=C(N1COCCO)N=C(NC2=O)N,CCn1cnc2c(=O)[nH]c(N)nc21
C1=CC(=CC=C1C(CC(=O)O)CN)Cl,CC(=O)CC(CN)c1ccc(Cl)cc1
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,CN1c2ccccc2C=Cc2ccccc21
COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,COc1cc2c(cc1OC)C(=O)C(CC1CCN(C)CC1)C2
CC[C@@H](CO)NCCN[C@@H](CC)CO,CCCN[C@@H](CC)CO
CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,CNc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,CC(=O)[C@@H](N)Cc1ccc(O)c(O)c1
CC1=NC=C(N1CCO)[N+](=O)[O-],Cc1ncc([N+](=O)[O-])n1C
C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,COc1ccc2cc([C@H](C)C(C)=O)ccc2c1
CC(=O)NC1=NN=C(S1)S(=O)(=O)N,CNc1nnc(S(N)(=O)=O)s1
CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,CCC1=C(C(C)=O)C(c2ccccc2Cl)C(C(C)=O)=C(C)N1
CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,CC(=O)C(CO)c1ccccc1
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,CCOc1nc2cccc(C(C)=O)c2n1C
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,CC(=O)[C@@H]1CCCN1C
CN1C(=NC(=O)C(=O)N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)O,CN[C@@H]1C(=O)N2C(C(C)=O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,CN1c2ccccc2Sc2ccc(Cl)cc21
C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,CCCCn1c(=O)[nH]c2ccccc21
CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,CC1OC(CO)C(C)C(OS(=O)(=O)O)C1C
CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.C(=O)(C(=O)O)O,CC(=O)C(C)=O
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,COc1ccc2c(c1)c(CC(C)=O)c(C)n2C
CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,Cc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C
C1CN(CCN1CCOCC(=O)O)[C@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl,C[C@H](c1ccccc1)c1ccc(Cl)cc1
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,CCCC(C(C)=O)(c1ccccc1)c1ccccc1
CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,CC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C
CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,CCc1cccc([C@@H](CCc2ccccc2C(C)(C)O)SCC2(CC(C)=O)CC2)c1
COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,COc1ccnc(CS(=O)c2nc3ccc(C)cc3[nH]2)c1OC
C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,CC[C@@H]1CNCC[C@H]1c1ccc(F)cc1
CC(C)C[C@@H](CC(=O)O)CN,CC(=O)C[C@@H](CN)CC(C)C
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,CC(=O)[C@@H](C)CCc1ccccc1
CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,CN1CCC(c2noc3cc(F)ccc23)CC1
C1COCC(=O)N1C2=CC=C(C=C2)N3C[C@@H](OC3=O)CNC(=O)C4=CC=C(S4)Cl,Cc1ccc(C)cc1
CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,CCC(O)c1ccc(O)c(CO)c1
CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,COc1ccc(CC(C)C)cc1S(N)(=O)=O
CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,CCc1ccc(C)cc1
CN1C2=C(C=C(C=C2)C(=O)N(CCC(=O)O)C3=CC=CC=N3)N=C1CNC4=CC=C(C=C4)C(=N)N,Cc1ccc(C(=N)N)cc1
CN1CCC2=C(C1)SC(=N2)C(=O)N[C@@H]3C[C@H](CC[C@@H]3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C,CC(=O)c1nc2c(s1)CN(C)CC2
C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,CC(=O)Cc1ccccc1C
C[C@@H](C(=O)O)N.C1=CC(=CC=C1C[C@@H](C(=O)O)N)O.C(CCN)C[C@@H](C(=O)O)N.C(CC(=O)O)[C@@H](C(=O)O)N,CC(=O)[C@@H](N)Cc1ccc(O)cc1
C1=CC(=C(C=C1N)C(=O)O)O,CC(=O)c1cc(N)ccc1O
CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,Cc1ccc(CC2SC(=O)NC2=O)cc1
CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,Cc1cccc([C@H](C)N(C)C)c1
C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,CCCCCc1ccccc1
CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C,Cc1cc(C)c(C(C)C)cc1C
CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1,CC1c2ccccc2CCc2cccnc21
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O,C[C@H]1CCc2ccccc2N(C)C1=O
C1CN(CCC1O[C@@H](C2=CC=C(C=C2)Cl)C3=CC=CC=N3)CCCC(=O)O,C[C@@H](c1ccc(Cl)cc1)c1ccccn1
CSCCNC1=C2C(=NC(=N1)SCCC(F)(F)F)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(C(P(=O)(O)O)(Cl)Cl)O)O)O,C[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O
CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSCCCC(=O)N[C@H](C(=O)N1)CC2=CC=C(C=C2)OC)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)CCCSC[C@@H](C(C)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O
CC1=C(SC(=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)O)CC(=O)O,CN[C@@H]1C(=O)N2C(C(C)=O)=C(CSc3nc(C)c(CC(C)=O)s3)CS[C@H]12
CO/N=C(/C1=NSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=C5C=CC=NN5C=C4)C(=O)[O-],CN[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12
CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,CC(=O)[C@H](N)c1ccccc1
C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,CC(c1ccccc1)c1ccccc1
CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O,CC(=O)C(c1ccccc1)C1(O)CCCC1
C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)[C@@H](C)O,CC(=O)C1=C(S[C@@H]2CN[C@H](C(C)=O)C2)[C@H](C)[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12
CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C,COCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
COCCNC(=O)CN(CCN(CCN(CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],CCCN(CCC)CC(=O)[O-]
