Name,SMILES,BestFragment,BestScore
,C1=CC=C(C=C1)OC2=CC=C(C=C2)CC3=NC4=C(N3)C=C(C=C4)N,Cc1ccc(Cc2nc3ccc(N)cc3[nH]2)cc1,-7.4
,CC(C)CC(C(=O)NC1=CC=CC=C1)NC(=O)C(C2=CC=CC=C2)NC(C)C(=O)O,CC(=O)C(C)c1ccccc1,-5.6
,COC1=CC=C(C=C1)N2CCN(CC2)CC3=NC4=CC=CC=C4N3,CCc1nc2ccccc2[nH]1,-6.6
,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)SC(=CC5=CC=C(C=C5)[N+](=O)[O-])C(=O)N4,CCc1ccc([N+](=O)[O-])cc1,-5.7
,C1=CC=C(C=C1)CNC2=CC3=C(C=C2)N=C(N=C3N)N,CCc1ccccc1,-5.2
,CN(C1=CC=C(C=C1)C(=O)NO)S(=O)(=O)C2=CC=C(S2)C3=CC=CC=N3,CC(=O)c1ccc(C)cc1,-5.5
,CC1([C@H]([C@@H](C2=C(O1)C=CC(=C2)C#N)N3C(=O)C4=C(O3)C=C(C=C4)Cl)O)C,Cn1oc2cc(Cl)ccc2c1=O,-6.1
,[2H]/C(=C(\[2H])/C[C@@]([2H])([C@@]([2H])(CCCCC)O)O)/CCCCCCCC(=O)O,CO,-2.2
,CCCOCCN1C2=CC(=NC=C2N=C(C1=O)NCC3=NC=CN=C3)C4=CN=C(C=C4)OC,COc1ccc(C)cn1,-5.7
,CC(C)N1CCCC1CNC(=O)C2=CN(C(=O)C3=C2C4=CC=CC=C4N3C)C5CCCC5,CC(=O)c1cn(C)c(=O)c2c1c1ccccc1n2C,-7.2
,C1CN(CCC1(C2=CC=CC(=C2)C(=O)O)C(=O)N)C3=NC=C(S3)C(C(F)(F)F)(C(F)(F)F)O,Cc1ncc(C(O)(C(F)(F)F)C(F)(F)F)s1,-7.0
,CC(C)(C)N1C=C2CC3(CCN(CC3)C(=O)C4=CC5=C(C=C4)C=CC(=N5)OC)NC(=O)C2=N1,COc1ccc2ccc(C(C)=O)cc2n1,-6.5
,CC(C)(C)OC(=O)C1=CC=C(S1)C(=O)NCCC2CCN(CC2)C3=NC=NC4=C3SC(=C4)C(=O)N,Cc1ncnc2cc(C(N)=O)sc12,-6.0
,C1CNCCC1(C2=CC=C(C=C2)C3=CNN=C3)C4=CC=C(C=C4)Cl.Cl,Cc1cn[nH]c1,-4.1
,C1COCCN1C2=CC=C(C=C2)C(=O)NC3=CC=CC(=C3)COC4=CN=CC(=C4)C(=O)N,CC(=O)c1ccc(C)cc1,-5.5
,C1CN(CCN1C2=CN=C3C=C(C=CC3=N2)O)C(=O)NC4=CC=CC=C4C(=O)O,Cc1cnc2cc(O)ccc2n1,-6.1
,CC1=CN=C(N1)C2=NN(N=N2)C3=CC(=CC(=C3)C#N)F,Cc1cnc(C)[nH]1,-4.6
,C1COCCN1CC2=CC=C(C=C2)/C=C/C3=NC=CC(=C3)C4=CC5=C(N4)N=CNC5=O,CCc1ccc(CC)cc1,-6.0
,CC(C)CCNC(=O)C1C(N(C(=O)C2=CC=CC=C12)C)C3=CNC4=CC=CC=C43,CC(=O)C1c2ccccc2C(=O)N(C)C1c1c[nH]c2ccccc12,-8.5
,CC(C)C(CN1CCC(CC1)C2=CC(=CC=C2)O)NC(=O)C3CC4=C(CN3)C=C(C=C4)O,CC(=O)C1Cc2ccc(O)cc2CN1,-6.6
,C1=CC(=CC=C1C#N)C2=CC=C(C=C2)OCCC(=O)NO,Cc1ccc(C)cc1,-5.2
,CC(=O)C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F,CNc1ccc(C(F)(F)F)cc1,-5.9
,CN(C)CCCNC(=O)C(=CCCCCC(=O)NO)COC1=CC=CC2=CC=CC=C21,Cc1cccc2ccccc12,-6.6
,CCC1CN(C2C(C1C3=C(C2=O)C=CC(=C3)O)C)CC4CC4,CCC1CN(C)C2C(=O)c3ccc(O)cc3C1C2C,-7.2
,CC(C)N1C2=CC=CC=C2N(C1=O)C(=O)NC3CC4CCC(C3)N4C,Cn1c(=O)n(C)c2ccccc21,-5.7
,C1[C@@H](N(CC2=CC=CC=C21)S(=O)(=O)C3=CC=C(C=C3)C4=CC=CC=C4)C(=O)O,CC(=O)[C@H]1Cc2ccccc2CN1C,-5.8
,CC(=CCC/C(=C/CC/C(=C/CONC(=O)CP(=O)(O)O)/C)/C)C,CCCCC(C)C,-4.4
,CC(C)COC1=CC=CC(=C1O)C2=NC3=C(N2)C=C(C(=C3)C(=N)N)F,Cc1nc2cc(C(=N)N)c(F)cc2[nH]1,-6.5
,CN(CC1=CC(=CC(=C1)OC)OC)C2=CC3=C(N=C(N=C3N=C2)N)N,Cc1cnc2nc(N)nc(N)c2c1,-6.6
,CN(CC1=CC(=C(C(=C1)OC)OC)OC)C2=CC3=C(N=C(N=C3N=C2)N)N,Cc1cnc2nc(N)nc(N)c2c1,-6.6
,CC1=C(SC(=N1)NC)C2=NC(=NC=C2)NC3=CC=C(C=C3)O,Cc1ccc(O)cc1,-5.7
,CC1=C(C(=NC(=C1F)OC2=CC=CC(=C2)C(=N)N)OC3=CC=CC(=C3)C(=N)N)F,Cc1cccc(C(=N)N)c1,-5.6
,C.CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,CCCCOc1ccc(F)cc1,-6.0
,C1CC1C(=O)NC2=NNC3=C2C=CC(=C3)C4=C(C=CC(=C4)F)F,CNc1n[nH]c2cc(C)ccc12,-5.7
,CC1=C(C2=C(C=C1)[C@H](CN(C2)C(=O)N(C)C)C3=CC(=CC=C3)O)C,Cc1ccc2c(c1C)CN(C)C[C@@H]2c1cccc(O)c1,-7.4
,C1=CC=C2C(=C1)C(=CN2)C[C@@H](COC3=C4C=CC(=NC4=CN=C3)C5=CC=NC=C5)N,Cc1ccc2c(C)cncc2n1,-6.6
,COC1=NC=C(C=N1)[C@@H](CCCCCCC2=NC3=C(CCCN3)C=C2)CC(=O)O,COc1ncc([C@@H](CCCCCCc2ccc3c(n2)NCCC3)CC(C)=O)cn1,-7.0
,C1COCCN1C2=CC(=O)C=C(O2)C3=CC=C(C=C3)Cl,Cc1ccc(Cl)cc1,-5.1
,CCCC(C)(C)C(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCCO)O)O,CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCCO,-5.5
,CC(CC(C)(C)C)OC1=CC=CC2=C1N=C(C=C2)N,Cc1cccc2ccc(N)nc12,-6.3
,CC(=O)NCCC1=C(NC2=C1C=C(C=C2)NC(=O)OC)I,CNCCc1c(I)[nH]c2ccc(NC)cc12,-5.8
,C[C@@H](C(=O)N1CCOCC1)N2CC[C@@H](C2=O)NS(=O)(=O)/C=C(\C)/C3=CC=C(S3)Cl,C[C@H]1CCN(C)C1=O,-5.0
,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)N3C(=O)OC(=N3)OC,COc1nn(C)c(=O)o1,-4.7
,C1=CC2=C(C=CC(=C2)O)C=C1C3=C(C=C(C=C3)O)F,Cc1ccc2cc(O)ccc2c1,-5.9
,COC1=C(C=CC(=C1)O)C2=CC3=C(C=C2)C=C(C=C3)O,Cc1ccc2cc(O)ccc2c1,-5.9
,CCCCCCCCC1=CC=C(C=C1)CCC(CCC(=O)O)N,CCCCCCCCc1ccc(CCC(N)CCC(C)=O)cc1,-5.9
,CC(C)CC(C(C1=CC=CC=C1)S)C(=O)NC(CC2=CC=C(C=C2)OC)C(=O)NC,CNC(Cc1ccc(OC)cc1)C(C)=O,-5.5
,C1CCN(CC1)C2=CC=C(C=C2)CC(=O)NC3=NNC4=C3C=C(C=C4)N5CCCS5(=O)=O,CNc1n[nH]c2ccc(C)cc12,-6.0
,CC1CCC(CC1)OC2=CC=CC3=C2N=C(C=C3)N,Cc1cccc2ccc(N)nc12,-6.3
,C1=CC(=CC=C1C2=CC3=C(C=C2)C(=C(C=C3)O)Br)O,Cc1ccc2c(Br)c(O)ccc2c1,-6.2
,CC1=CC(=NC(=N1)OC2=CC=C(C=C2)N3C=CN=C3)OC4=CC5=C(C=C4)OCO5,Cc1ccc2c(c1)OCO2,-5.7
,CC1=NC2=CC=CC=C2C(=C1)COC3=CC=C(C=C3)C(=O)NC4(CCNCC4)CC(=O)NO,CC(=O)c1ccc(C)cc1,-5.5
,CCCN(CCN1CCN(CC1)C2=CC=CC=C2)C3CCC4=C(C3)C=C(C=C4)O,CC1CCc2ccc(O)cc2C1,-6.3
,CC1=C(C=CC(=C1)O)C2=CC3=C(C=C2)C=C(C=C3)O,Cc1ccc2cc(O)ccc2c1,-5.9
,C1=CC(=CC=C1C2=CC3=C(C=C2)C(=C(C=C3)O)F)O,Cc1ccc2c(F)c(O)ccc2c1,-6.9
,C1=CC(=CC=C1C2=CC(=C3C=C(C=CC3=C2)O)Cl)O,Cc1cc(Cl)c2cc(O)ccc2c1,-6.9
,C1=CC2=C(C=CC(=C2)O)C=C1C3=C(C=C(C=C3F)O)F,Cc1c(F)cc(O)cc1F,-6.2
,CC1=CC(=CC(=C1CC(C(=O)N2CC3=CC=CC=C3CC2C(=O)O)NC)C)O,CC(=O)C1Cc2ccccc2CN1C,-6.1
,C1=CC(=CC(=C1)[N+](=O)[O-])C2=CC3=C(C=C2)NC(=O)S3,Cc1ccc2[nH]c(=O)sc2c1,-6.0
,C1=CC2=C(C=CC(=C2)O)C=C1C3=CC(=C(C=C3)O)F,Cc1ccc2cc(O)ccc2c1,0.0
,C1=CC(=CC=C1C2=CC3=CC(=CC(=C3O2)Cl)O)O,Cc1ccc(O)cc1,-5.7
,CCN(CCCOC1=C(C=C2C(=C1)N=CN=C2NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)OC)CCO,COc1cc2c(C)ncnc2cc1C,-6.3
,CCCC[C@@H](C=O)NC(=O)O[C@H](CC1=CC=CC=C1)C(C)C,CC(C)[C@H](C)Cc1ccccc1,-6.3
,CC1(OC[C@@H]([C@@H](O1)C2=CC=CC=C2)NC(=O)NC3=CC=CC=C3Br)C,CN[C@H]1COC(C)(C)O[C@H]1c1ccccc1,-5.8
,CC12CCC(CC1CCC3C2CCC4(C3(CCC4CNN=C(N)N)O)C)O,CCC1CCC2(O)C3CCC4CC(O)CCC4(C)C3CCC12C,-7.4
,CC1=CC=C(C=C1)C2=C(C3=CC=CN3C4=CC=CC=C4O2)OC(=O)C,CC1=C(c2ccc(C)cc2)Oc2ccccc2-n2cccc21,-8.2
,C1CC2=C(NC1)N=C(C=C2)CCCCCC[C@@H](CC(=O)O)C3=CN=CN=C3,CC(=O)C[C@H](CCCCCCc1ccc2c(n1)NCCC2)c1cncnc1,-5.9
,CN(CCC1=CC(=C(C=C1)OC)OC)CCOC2=C(C=C(C=C2)NS(=O)(=O)C)N,CCCN(C)CCc1ccc(OC)c(OC)c1,-5.2
,C1=CC(=CC=C1C(=O)NCCCCCC(=O)NO)[N+](=O)[O-],CC(=O)c1ccc([N+](=O)[O-])cc1,-6.4
,C[C@@H](C1=CC(=CC=C1)N2CCOCC2)NC(=O)/C=C/C3=CC=CC=C3,CN[C@@H](C)c1cccc(C)c1,-5.8
,CN(C)C(=O)OC1=C(OC2=CC=CC=C2N3C1=CC=C3)C4=CC=CC=C4,COC1=C(c2ccccc2)Oc2ccccc2-n2cccc21,-7.9
,C1C(=O)NC(=O)C12C(=O)N(C(=O)C3=CC=CN23)CC4=C(C=C(C=C4)Br)F,CCc1ccc(Br)cc1F,-6.0
,CC1=CC=CC=C1N2CCN(CC2)C(=O)COC3=CC4=C(C=CC=C4N5CCN(CC5)C)C=C3,Cc1ccccc1C,-5.1
,C1CN(CCN1)C2=NC(=NC(=N2)NCCC3=CC=C(C=C3)O)SCCCC4=CC=C(C=C4)Cl,Cc1nc(C)nc(SCCCc2ccc(Cl)cc2)n1,-6.0
,CCC(C)C(C(=O)NCC1=CC=CC=C1)NCC(CS)N,CNCc1ccccc1,-5.5
,C1COCCN1C2=CC(=O)C=C(S2)C3=CC=CC=C3,CN1CCOCC1,-3.6
,COC1=CC=C(C=C1)C2=NC3=C(C=CC=C3N=C2)C(=O)N,Cc1cnc2cccc(C(N)=O)c2n1,-6.4
,C1=CC=NC(=C1)C2=NN(N=N2)C3=CC(=CC(=C3)F)OC4=CN=CC=C4,Cc1cc(C)cc(F)c1,-5.2
,C1=CC2=C(C=CC(=C2)O)C(=C1)C3=NC4=C(O3)C=CC(=C4)O,Cc1cccc2cc(O)ccc12,-6.8
,CN1CCC(CC1)(C2=CN(C(=N2)C3=CC(=CC=C3)C(F)(F)F)C4=NC(=NC=C4)NC5CCCC5)O,Cc1nc(C2(O)CCN(C)CC2)cn1C,-5.5
,COC1=CC=CC2=C1CCC3C2CN(C3)CCN4C(=O)C5=C(C6=C(S5)C=CC=N6)NC4=O,COc1cccc2c1CCC1CN(C)CC21,-6.7
,C1=CC=C(C=C1)S(=O)(=O)C2=CN(C3=CC=CC=C32)CCN,Cn1cc(S(=O)(=O)c2ccccc2)c2ccccc21,-7.0
,C1CCC2=C(C1)C3=C(N2CC4=CC=CC=C4)C(=CC=C3)C(=O)O,CC(=O)c1cccc2c3c(n(C)c12)CCCC3,-7.5
,COC1=CC=CC(=C1)C2CCC(CC2)N3CCN(CC3)C4=CC=CC=N4,COc1cccc(C2CCC(C)CC2)c1,-6.5
,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)C4CC5=CC=CC6=C5C4=CC=C6,CC1Cc2cccc3cccc1c23,-6.6
,CC1CCCC(C1)OC2=CC=CC3=C2N=C(C=C3)N,Cc1cccc2ccc(N)nc12,-6.3
,C1=CC(=C(C=C1/C=C/C(=O)C2=CC(=C(C=C2)O)O)O)O,CCC(=O)c1ccc(O)c(O)c1,-6.0
,CCCN1C(=O)C2=C(N=C(N2)C3CCCC3)N(C1=O)CCCF,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(C)c1=O,-6.9
,CC1=C(OC2=C1C=CC3=CC=CC=C32)C(=O)OC4CCCCC4=O,CC(=O)c1oc2c(ccc3ccccc32)c1C,-7.5
,CC(C)COC1=CC(=CC(=C1)C(=O)NC2=NC=C(C=C2)C(=O)O)OC(C)C,CNc1ccc(C(C)=O)cn1,-5.6
,CC1=NC=CN1C2=C(C=C3C(=C2)N4C(=NC=C4C(=O)N3)C)[N+](=O)[O-],Cc1cc2c(cc1[N+](=O)[O-])[nH]c(=O)c1cnc(C)n12,-7.5
,C1CN(CCN1)C2=C(C=C3C=C(C=CC3=N2)[N+](=O)[O-])Br,CN1CCNCC1,-3.8
,C1[C@@H](NCC2=C1C=CC(=C2)S(=O)(=O)NC3=CC=C(C=C3)Cl)CO,CS(=O)(=O)c1ccc2c(c1)CN[C@@H](CO)C2,-6.2
,C1=CC(=C(C=C1Cl)Cl)CCCCCC[C@H](C[C@](CC(=O)O)(C(=O)O)O)O,CO,-2.2
,CC(=O)NC1=NC=CC(=C1)C2=C(N=C(N2C)SC)C3=CC=C(C=C3)F,Cc1ccc(F)cc1,-5.1
,COC1=CC=C(C=C1)C(=C2C(N(C(=O)C2=O)CCC(=O)O)C3=CN=CC=C3)O,CC1C(=O)C(=O)N(C)C1c1cccnc1,-5.8
,CC1=CC(=CC=C1)NC(=O)NC2C(=O)N(C3=CC=CC=C3C(=N2)N4CC5CCC(C4)CC5)C,CNC1N=C(C)c2ccccc2N(C)C1=O,-7.1
,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3O2)CN4C=CN=C4)Br,CCc1ccc(Br)c2c(=O)c3ccccc3oc12,-7.7
,CC1=CC(=CC=C1)CC[C@H]([C@H](C)O)N2C=NC3=C(N=CN=C32)N,Cc1cccc(CC[C@@H](C)[C@H](C)O)c1,-6.0
,COC1=C(C=C(C=C1)C2C(=C(C3=CC=CC=C3)O)C(=O)C(=O)N2C4=CC=C(C=C4)O)OC,COc1ccc(C2C(C)C(=O)C(=O)N2C)cc1OC,-6.4
,C1=CC=C2C(=C1)C(=O)C3=C(O2)C=C(C=C3)CN4C=CN=C4,CCc1ccc2c(=O)c3ccccc3oc2c1,-7.9
,CC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)C(=O)N(C)CC3=C(C(=CC=C3)Cl)Cl,CN(C)Cc1cccc(Cl)c1Cl,-5.1
,CN1[C@@H](CCC[C@@H]1/C=C/C2=CC=CC=C2)C[C@@H](C3=CC=CC=C3)O,CC[C@H]1CCC[C@@H](C[C@H](O)c2ccccc2)N1C,-6.3
,CC1=CC=C(C=C1)OCCNCCCOC2=CC=CC=C2,CCCOc1ccc(C)cc1,-5.5
,C1=CC=C(C=C1)C2=NC(=C3C(=C2)C=CC=N3)C4=CC(=CC=C4)[N+](=O)[O-],Cc1cc2cccnc2c(C)n1,-6.0
,CC1=NC2=C(C=C1)C(=CC(=C2OCC(=O)C3=C(N(C(=O)N(C3=O)C)C)N)Cl)Cl,Cc1ccc2c(Cl)cc(Cl)c(C)c2n1,-6.7
,CC(C)C(C(=O)NO)N(CC1=CC=CC=C1)S(=O)(=O)C2=CC=C(C=C2)OC,COc1ccc(S(C)(=O)=O)cc1,-6.0
,C1CN(CCC1S(=O)(=O)C2=CC=C(C=C2)F)CCC3=C(C=C(C=C3)F)F,CN1CCC(S(=O)(=O)c2ccc(F)cc2)CC1,-6.8
,COC1=CC=CC\2=C1CCC/C2=C\CCN3CCN(CC3)C4=CC=CC=N4,CCC/C=C1\CCCc2c(OC)cccc21,-7.0
,CCCCCCOC1=CC=C(C=C1)C(=O)NC2CCC(C2)(C)C,CNC1CCC(C)(C)C1,-4.6
,C1=CC=C2C=C(C=CC2=C1)/C=C/CCCCCC(=O)NO,CCc1ccc2ccccc2c1,-6.7
,COC1=CC=CC=C1N2CCN(CC2)CN3C=NC4=CC=CC=C4C3=O,CCn1cnc2ccccc2c1=O,-6.3
,C1COCCN1C2=CC(=O)C=C(O2)C3=CC=C(C=C3)F,Cc1ccc(F)cc1,-5.1
,CCCC(CCC)C(=O)NCC1=CC=C(C=C1)S(=O)(=O)N,CCCC(CCC)C(C)=O,-4.6
,COC1=CC2=C(CCC(C2)CCN3CCN(CC3)C4=CC=CC=N4)C=C1,Cc1ccccn1,-4.2
,C1=CN=CC=C1NC(=O)CCCCCCC(=O)NO,CNc1ccncc1,-4.3
,CCCCCCOC1=CC=C(C=C1)C(=O)NCCC(C)(C)C,CC(=O)c1ccc(C)cc1,-5.5
,CCN(C1=CC=CC2=CC=CC=C21)C(=O)COC(=O)CC3=CC=CC=C3,CC(=O)Cc1ccccc1,-5.6
,CC1=CC(=CC(=C1C[C@@H](C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)NCC(=O)NC4=CC=CC=C4)N)C)O,CC(=O)[C@@H](N)Cc1c(C)cc(O)cc1C,-6.0
,CC(C)(C)CCNC(=O)C1=CC=C(C=C1)N2C=CC3=CC=CC=C32,CC(=O)c1ccc(C)cc1,-5.5
,C1=CC=C2C=C(C=CC2=C1)C(CCCCCCC(=O)NO)O,CC(=O)CCCCCCC(O)c1ccc2ccccc2c1,-6.6
,CC(C)(C)C[C@@H](C(=O)N[C@@H](COCC1=CC=CC=C1)C#N)NC(=O)N2CCOCC2,CN[C@@H](CC(C)(C)C)C(C)=O,-4.6
,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=NS(=O)(=O)C3=CC=C(C=C3)Cl)C4=CC=CC=C4,CN=C(Nc1c(C)n(C)n(C)c1=O)c1ccccc1,-6.8
,COC1=CC=C(C=C1)C2=NC3=C(C=CC=C3N2)C(=O)N,Cc1nc2c(C(N)=O)cccc2[nH]1,-6.5
,CC1=CSC(=N1)NC(=O)C2=C(C=CC(=N2)SC3=NN=CN3C)SC4=CC=C(C=C4)F,CC(=O)c1nc(Sc2nncn2C)ccc1Sc1ccc(F)cc1,-7.2
,C1CN(CCN1CCCCNC(=O)C2=CC3=CC=CC=C3N2)C4=C(C=C(C=C4)Cl)Cl,CC(=O)c1cc2ccccc2[nH]1,-6.1
,CN1C(CN=C(C2=CC=CC=C21)C3=CC=CC=C3)CCNC(=O)C4=CC=C(C=C4)F,CNCCC1CN=C(c2ccccc2)c2ccccc2N1C,-7.6
,C1CC2=C(NC1)N=C(C=C2)CCC3=CC=C(C=C3)C(=O)NC[C@@H](C(=O)O)NS(=O)(=O)C4=CC=CC=C4,CC(=O)c1ccc(CCc2ccc3c(n2)NCCC3)cc1,-7.2
,CC1=CC(=CC(=C1CC(C(=O)N2CC3=CC=CC=C3CC2C(=O)O)N(C)C)C)O,CO,-2.2
,C1CCC(NC(=O)C(CC2=CC=CC=C2CC1)CS)C(=O)O,CC(=O)C1CCCCCc2ccccc2CC(CS)C(=O)N1,-6.8
,COC1=C2C(=CC(=C1)O)C=C(O2)C3=CC=C(C=C3)O,COc1cc(O)cc2cc(C)oc12,-5.9
,C1=CC2=C(C=CC(=C2)O)C=C1C3=CC(=C(C=C3)O)Cl,Cc1ccc2cc(O)ccc2c1,-5.9
,C1=CC(=CC=C1C2=CC3=CC(=CC(=C3O2)Br)O)O,Cc1cc2cc(O)cc(Br)c2o1,0.0
,CC1=C(C=CC2=C1C=CC(=C2)C3=CC=C(C=C3)O)O,Cc1ccc2c(C)c(O)ccc2c1,-6.3
,C1=CC(=CC=C1C2=CC(=C3C=C(C=CC3=C2)O)F)O,Cc1cc(F)c2cc(O)ccc2c1,-6.9
,C1=CC2=C(C=CC(=C2)O)C=C1C3=CC(=C(C=C3F)O)F,Cc1ccc2cc(O)ccc2c1,-5.9
,C1=CC2=C(C=CC(=C2)O)C=C1C3=CC(=C(C(=C3)F)O)F,Cc1ccc2cc(O)ccc2c1,-5.9
,C1=CC(=CC=C1C2=CC3=C(C=C2)C(=C(C=C3)O)[N+](=O)[O-])O,Cc1ccc2c([N+](=O)[O-])c(O)ccc2c1,-6.6
,C1=CC=C(C=C1)OCCCNCCOC2=CC=C(C=C2)Cl,CCCOc1ccc(Cl)cc1,-5.9
,CN(C)C(=O)[C@@H](C1=CC=C(C=C1)C2=CN3C(=NC=N3)C=C2)[C@@H](C(=O)N4CC[C@@H](C4)F)N,CC(=O)[C@@H](N)[C@@H](C(C)=O)c1ccc(C)cc1,-5.3
,C1=CC(=CC(=C1)I)NC2=NC=NC3=C2C=C(C=C3)NC(=O)CCl,CNc1ccc2ncnc(C)c2c1,-6.1
,COC1=CC=C(C=C1)C2=C(C=NN2)C3=NC4=CC=CC=C4N3,Cc1nc2ccccc2[nH]1,-5.4
,CC(C(=O)NC1=CC=CC=C1OC)OC(=O)C2=C3CCCC3=NC4=CC=CC=C42,CNc1ccccc1OC,-4.7
,C1CCCC(CC1)OC2=CC=CC3=C2N=C(C=C3)N,Cc1cccc2ccc(N)nc12,-6.3
,CC1=CN(C2=CC=CC=C12)S(=O)(=O)C3=CC=C(C=C3)N,Cc1cn(C)c2ccccc12,-5.8
,C1CC2=C(C(=NN2C1)C3=CC=CC=N3)C4=CC5=C(C=C4)N=CN5CCCO,Cc1nn2c(c1C)CCC2,-4.9
,CCCCN(CC)C1=C2C(=NC(=C1)C)N(CC(=O)N2)C3=C(N=C(C=C3)OC)OC,Cc1cc(C)c2c(n1)N(C)CC(=O)N2,-6.2
,CCSC1=NN=C(S1)NC(=O)C(C(C)C)NC(=O)C2=CC=C(C=C2)C(C)(C)C,CCSc1nnc(NC)s1,-5.0
,CCC(CC)C(C)OC1=CC=CC2=C1N=C(C=C2)N,CCC(CC)C(C)C,-4.7
,CC(C)(CCOC1=CC=CC2=C1N=C(C=C2)N)OC,Cc1cccc2ccc(N)nc12,-6.3
,CN(C)C1=NC2=C(C=C1)C(=O)C=C(N2)C3=CC=CC=C3,Cc1cc(=O)c2ccc(N(C)C)nc2[nH]1,-6.2
,CN1CCN(CC1)C2=NC3=CC=CC=C3N4C2=CC=C4,Cc1nc2ccccc2n2cccc12,-6.7
,C1=CC=C2C(=C1)C=C(C=N2)NC(=O)CCCCCCS,CNc1cnc2ccccc2c1,-5.9
,C1CCC(CC1)C(=O)N(CCN2CCN(CC2)C3=CC=CC=C3O)C4=CC=CC=N4,CC(=O)C1CCCCC1,-5.5
,CC1(C2=C(C=CC(=C2)C3=CSC(=C3)C#N)NC(=S)O1)C,Cc1ccc2c(c1)C(C)(C)OC(=S)N2,-5.7
,CC1(C2=C(C=CC(=C2)C3=CC=CC(=C3)C#N)NC1=O)C,Cc1cccc(C#N)c1,-5.3
,CC1=CC2=C(C=C1)OP(=O)(OC2)OC[C@@H]3C=C[C@@H](O3)N4C=C(C(=O)NC4=O)C,Cc1cn(C)c(=O)[nH]c1=O,-5.4
,CC(C)CN1C2=CC=CC=C2C(=CC1=O)C(=O)OC3CC4CCC(C3)N4C,CC(=O)c1cc(=O)n(C)c2ccccc12,-6.9
,C1=CC(=CC=C1C(=O)NCCCCCC(=O)NO)Cl,CC(=O)c1ccc(Cl)cc1,-5.5
,C[C@H]1C2CN3CC[C@]4(C3C[C@@H]2C(=CO1)C(=O)OC)C5=CC=CC=C5NC4=O,COC,-2.2
,C1C[C@@H]2C3=C(C=CC=C3NC(=O)NC4=CC=CC=N4)C(=O)N2C1,CNc1cccc2c1[C@H]1CCCN1C2=O,-6.2
,C1CN(CCC1C(=O)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)C=C(C=C4)Cl)C5=CC=NC=C5,CS(=O)(=O)c1ccc2cc(Cl)ccc2c1,-5.8
,C=CCN1CCC23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O.Cl,C=CCC,-3.2
,C1CN(C(=O)CN1S(=O)(=O)C2=CC3=C(S2)C=C(C=C3)Cl)CC4=CC5=C(N4CCO)C=CN=C5,CCc1cc2cnccc2n1C,-5.4
,CC1=NC2=C(N1CC3=CC4=C(C=C3)C=CC(=C4)C(=N)N)C=C(C=C2)OC5CCN(CC5)C(=N)C,CCc1ccc2ccc(C(=N)N)cc2c1,-6.9
,C1=CC(=CC(=C1)Cl)CNCCC2=CC=C(C=C2)N=C(C3=CC=CS3)N,CCCc1ccc(N=C(N)c2cccs2)cc1,-6.5
,C[C@H]1CN(CCN1[C@@H](C)C2=CC=C(C=C2)C(F)(F)F)C3(CCN(CC3)C(=O)C4=C(C=[N+](C=C4C)[O-])C)C,CC(=O)c1c(C)c[n+]([O-])cc1C,-5.2
,C1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2)Cl)OCC(=O)NC3=CC=CC=C3,Cc1ccc(Cl)cc1C(=O)c1ccccc1,-6.0
,CC(C)(C)C1=CSC(=N1)NC2=CC=CC3=C2C=CC=N3,Cc1cccc2ncccc12,-5.9
,CC12CCC(CC1CCC3C2CCC4(C3(CCC4C=CC=NN=C(N)N)O)C)O,CCC=NN=C(N)N,-4.6
,C[C@H]1CN(CCN1[C@@H](C)C2=CC=C(C=C2)C(F)(F)F)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C,CC(=O)c1c(C)ncnc1C,-4.8
,C1CC(N(C1)C(=O)CC(C2=CC3=C(C=C2)OCO3)C4=CN=CC=C4)C(=O)NCC5CCC(CC5)N,CC(=O)CC(c1cccnc1)c1ccc2c(c1)OCO2,-7.0
,CN1C2CCC1C(C(C2)OC(=O)C3=C(C=C(C=C3)I)O)C(=O)OC,CC(=O)C1C(C)CC2CCC1N2C,-5.6
,CC(C)CC(C(=O)NC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(C)C(=O)O,CC(=O)C(C)Cc1ccccc1,-5.7
