NAME,DRUG SMILES,FRAG_SMILES,docking score ,Molecular Weight,LogP,#Rotatable Bonds,#Acceptors,#Donors,Surface Area,"Absorption
Water solubility","Absorption
Caco2 permeability","Absorption
Intestinal absorption (human)","Absorption
Skin Permeability","Absorption
P-glycoprotein substrate","Absorption
P-glycoprotein I inhibitor","Absorption
P-glycoprotein II inhibitor","Distribution
VDss (human)","Distribution
Fraction unbound (human)","Distribution
BBB permeability","Distribution
CNS permeability","Metabolism
CYP2D6 substrate","Metabolism
CYP3A4 substrate","Metabolism
CYP1A2 inhibitior","Metabolism
CYP2C19 inhibitior","Metabolism
CYP2C9 inhibitior","Metabolism
CYP2D6 inhibitior","Metabolism
CYP3A4 inhibitior","Excretion
Total Clearance","Excretion
Renal OCT2 substrate","Toxicity
AMES toxicity","Toxicity
Max. tolerated dose (human)","Toxicity
hERG I inhibitor","Toxicity
hERG II inhibitor","Toxicity
Oral Rat Acute Toxicity (LD50)","Toxicity
Oral Rat Chronic Toxicity (LOAEL)","Toxicity
Hepatotoxicity","Toxicity
Skin Sensitisation","Toxicity
T.Pyriformis toxicity","Toxicity
Minnow toxicity"
152055408,Cc1cc(C(=O)NC[C@@H]2CCC[C@H]2[NH+]2CCOCC2)cc(C)c1F,CC(=O)c1cc(C)c(F)c(C)c1,-5.7,166.195,2.64514,1,1,0,71.218,-2.967,1.228,97.697,-2.332,No,No,No,0.111,0.385,0.405,-2.073,No,No,Yes,No,No,No,No,0.556,No,No,1.277,No,No,1.819,2.222,No,No,0.653,1.135
152055409,CCNC(=O)[C@@H]1CN(Cc2cn3cccnc3n2)c2ccccc2O1,CC(=O)[C@@H]1CN(C)c2ccccc2O1,-6.1,191.23,1.4728,1,3,0,83.285,-1.746,1.953,97.936,-2.327,No,No,No,0.102,0.379,0.081,-2.23,No,No,Yes,No,No,No,No,0.125,No,No,0.627,No,No,1.986,1.982,No,No,1.043,1.726
152055410,Cc1cc2[nH+]cn(C[C@H](O)C[N@H+]3CCC[C@@H]3c3ccco3)c2cc1C,Cc1cc2[nH+]cn(C)c2cc1C,-5.6,161.228,1.60924,0,1,0,71.847,-2.322,1.36,91.418,-2.735,No,No,No,0.368,0.244,0.422,-1.86,No,No,Yes,No,No,No,No,1.004,No,Yes,-0.079,No,No,2.633,1.585,No,No,0.281,1.192
152055411,Cc1cc(C(=O)NC[C@@H]2CCC[C@H]2N2CCOCC2)cc(C)c1F,CC(=O)c1cc(C)c(F)c(C)c1,-5.7,166.195,2.64514,1,1,0,71.218,-2.967,1.228,97.697,-2.332,No,No,No,0.111,0.385,0.405,-2.073,No,No,Yes,No,No,No,No,0.556,No,No,1.277,No,No,1.819,2.222,No,No,0.653,1.135
152055412,Cc1ccc([C@H](CNC(=O)[C@@H]2CCCCO2)C(=O)[O-])cc1,CNC[C@H](C(=O)[O-])c1ccc(C)cc1,-5.6,192.238,0.04792,4,3,1,83.762,-1.13,1.134,75.815,-2.735,No,No,No,-0.424,0.53,-0.058,-2.848,No,No,No,No,No,No,No,0.439,No,No,1.058,No,No,2.117,0.984,Yes,No,0.258,1.827
152055413,CC[C@H](C)[C@H](O)C(=O)N(C)[C@@H](c1ccc(F)cc1)c1ncccn1,CN(C)[C@@H](c1ccc(F)cc1)c1ncccn1,-6,231.274,2.2667,3,3,0,99.948,-2.356,1.709,96.013,-2.523,No,No,No,0.503,0.39,0.228,-1.707,No,No,Yes,No,No,No,No,0.539,No,No,-0.146,No,No,2.775,1.711,No,No,0.612,1.724
152055415,Cc1cc2ncn(C[C@H](O)CN3CCC[C@@H]3c3ccco3)c2cc1C,Cc1cc2ncn(C)c2cc1C,-5.6,160.22,2.19014,0,2,0,71.847,-2.522,1.261,92.986,-2.921,Yes,No,No,0.045,0.287,0.238,-2.064,No,No,Yes,No,No,No,No,0.846,Yes,Yes,0.104,No,No,2.509,1.899,No,No,0.285,0.895
152055416,O=C(NC[C@@H](CO)c1cccnc1)c1cc(Cc2ccccc2)n[nH]1,CC(=O)c1cc(Cc2ccccc2)n[nH]1,-6.3,200.241,2.2031,3,2,1,88.142,-2.951,1.175,93.843,-2.764,Yes,No,No,0.791,0.347,0.195,-2.261,No,No,Yes,No,No,No,No,0.203,No,No,0.304,No,No,2.369,1.16,No,No,0.418,1.44
152055417,CCCNC(=O)C(=O)Nc1ccc(C(=O)Nc2ccccc2)cc1,CNc1ccc(C(C)=O)cc1,-5.4,149.193,1.9309,2,2,1,66.238,-1.672,1.312,94.015,-1.866,No,No,No,0.071,0.414,0.151,-1.754,No,No,Yes,No,No,No,No,0.536,No,No,0.952,No,No,2.183,1.899,No,Yes,0.261,1.607
152055418,Cc1nc([C@@H]2CCCN2C(=O)c2ccnc(OC3CCC3)c2)no1,Cc1nc([C@@H]2CCCN2C)no1,-5.3,167.212,1.14472,1,4,0,71.56,-0.85,1.609,96.556,-3.346,No,No,No,0.302,0.741,-0.261,-3.312,No,No,No,No,No,No,No,0.697,No,No,0.484,No,No,2.773,2.102,Yes,No,-0.154,2.712
152055419,CC[C@@H]1C[C@@H](C(=O)NC[C@H](CO)c2ccccc2Cl)CC(=O)N1,CC[C@@H]1C[C@@H](C(C)=O)CC(=O)N1,-5.4,169.224,0.8802,2,2,1,72.526,-1.11,1.223,88.372,-3.738,No,No,No,-0.02,0.644,-0.213,-2.951,No,No,No,No,No,No,No,0.392,No,No,0.854,No,No,2.022,2.428,No,No,-0.167,2.336
152055420,CO[C@H]1C[C@H](NC(=O)c2cc(C(C)=O)cn2C)C1(C)C,CC(=O)c1cc(C(C)=O)n(C)c1,-5.2,165.192,1.4303,2,3,0,70.998,-1.639,1.44,98.483,-2.651,No,No,No,-0.12,0.578,-0.188,-2.906,No,No,No,No,No,No,No,0.705,No,No,0.937,No,No,2.217,2.281,No,No,0.099,2.261
152055421,CN(C(=O)[C@@H]1CC12CC[NH2+]CC2)c1nnc(-c2ccccc2)s1,CC(=O)[C@@H]1CC12CC[NH2+]CC2,-5.1,154.233,-0.0611,1,1,1,67.359,-0.273,1.166,92.297,-3.27,No,No,No,0.481,0.813,-0.122,-2.773,No,No,No,No,No,No,No,1.245,No,No,0.408,No,No,2.222,0.75,No,Yes,-0.342,2.538
152055422,NC(=O)c1cc([N+](=O)[O-])cnc1N[C@H]1CCO[C@]2(CCSC2)C1,Cc1ncc([N+](=O)[O-])cc1C(N)=O,-5.7,181.151,0.39712,2,4,1,73.535,-2.175,0.063,79.056,-2.98,No,No,No,-0.311,0.58,-0.417,-2.986,No,No,No,No,No,No,No,0.598,No,Yes,1.088,No,No,2.086,1.458,No,No,0.483,2.351
152055423,COc1cccc([C@H](O)C(=O)N2CCC(c3nccs3)CC2)c1,COc1cccc([C@H](O)C(C)=O)c1,-5.8,180.203,1.3176,3,3,1,76.96,-1.912,1.229,83.514,-2.56,No,No,No,-0.098,0.439,-0.205,-2.346,No,No,Yes,No,No,No,No,0.229,No,No,1.175,No,No,2.088,2.757,No,No,0.206,1.944
152055424,COc1ccccc1CN(C)C(=O)CN1CCC[C@@H]1c1ccco1,COc1ccccc1CN(C)C,-5.3,165.236,1.7568,3,2,0,73.765,-1.548,1.495,91.886,-2.31,No,No,No,0.807,0.701,0.742,-2.254,No,No,No,No,No,No,No,0.704,No,No,0.585,No,No,3.09,1.536,No,Yes,0.134,1.578
152055425,COC(=O)c1cc(C(=O)NCCc2ccccc2O)c[nH]1,CNCCc1ccccc1O,-5.5,151.209,1.1541,3,2,2,66.87,-0.923,1.57,81.577,-2.62,No,No,No,0.822,0.573,-0.135,-1.716,No,No,No,No,No,No,No,0.96,Yes,No,0.199,No,No,2.436,1.474,No,Yes,-0.342,1.773
152055426,CC[C@H](C)[C@](C)(O)CNC(=O)N[C@@H]1CCC[C@H](C(=O)NC(C)C)C1,CN[C@@H]1CCC[C@H](C(C)=O)C1,-5.1,155.241,1.3536,2,2,1,68.364,-0.78,1.464,95.623,-2.896,Yes,No,No,0.449,0.733,0.073,-2.966,No,No,No,No,No,No,No,0.948,No,No,0.706,No,No,2.172,1.363,No,Yes,0.012,2.209
152055427,C[C@H](O)c1ccc(CNC(=O)[C@@H]2COc3ccc(F)cc3C2)cc1,CC(=O)[C@@H]1COc2ccc(F)cc2C1,-6.9,194.205,1.9658,1,2,0,81.691,-2.672,1.357,97.527,-2.504,No,No,No,-0.119,0.341,0.182,-2.14,No,No,Yes,No,No,No,No,0.397,No,No,0.98,No,No,1.86,2.132,No,No,0.869,1.514
152055428,O=C(CN1CCN(Cc2ccccc2)CC1)NCC1=CCCOC1,CNCC1=CCCOC1,-5.1,127.187,0.5525,2,2,1,55.897,-0.01,1.471,100,-2.618,Yes,No,No,0.409,0.779,0.085,-2.864,No,No,No,No,No,No,No,1.056,No,No,0.79,No,No,2.055,1.209,No,Yes,-0.264,2.44
152055429,Cc1cc(CNc2ccc3ncc([N+](=O)[O-])n3n2)nc(C)n1,Cc1ccc2ncc([N+](=O)[O-])n2n1,-5.6,178.151,0.94592,1,5,0,72.975,-1.728,0.51,89.64,-2.925,No,No,No,0.073,0.524,-0.735,-2.895,No,No,Yes,No,No,No,No,0.18,No,Yes,0.269,No,No,2.034,1.804,Yes,No,0.285,1.533
152055430,O=C(CN1CC[NH+](Cc2ccccc2)CC1)NCC1=CCCOC1,CN1CC[NH+](Cc2ccccc2)CC1,-5.2,191.298,0.0169,2,1,1,86.135,-0.61,1.508,81.925,-2.77,Yes,No,No,1.385,0.577,0.25,-1.603,Yes,No,No,No,No,No,No,1.122,Yes,No,0.191,No,No,2.324,1.109,No,Yes,0.326,2.744
152055431,O=C(Cc1ccccc1F)N1C[C@@H](O)C[C@@H]1c1ccc(F)c(F)c1,CN1C[C@@H](O)C[C@@H]1c1ccc(F)c(F)c1,-6.1,213.227,1.7023,1,2,1,87.135,-1.839,1.417,94.198,-3.046,Yes,No,No,0.503,0.431,0.232,-1.798,No,No,No,No,No,No,No,0.791,No,No,0.649,No,No,2.644,1.956,No,No,0.421,1.699
152055432,O=C(N[C@@H]1CCCN(c2cccc(F)c2)C1)N1CCN(C2CC2)CC1,Cc1cccc(F)c1,-5.1,110.131,2.13412,0,0,0,47.962,-1.932,1.542,96.102,-1.387,No,No,No,0.199,0.401,0.428,-1.727,No,No,Yes,No,No,No,No,0.139,No,No,1.031,No,No,1.803,2.217,No,No,0.168,1.216
152055433,Cc1cc(C(=O)NC[C@H]2CCC[C@@H]2[NH+]2CCOCC2)cc(C)c1F,CC(=O)c1cc(C)c(F)c(C)c1,-5.7,166.195,2.64514,1,1,0,71.218,-2.967,1.228,97.697,-2.332,No,No,No,0.111,0.385,0.405,-2.073,No,No,Yes,No,No,No,No,0.556,No,No,1.277,No,No,1.819,2.222,No,No,0.653,1.135
152055434,COc1ccccc1CN(C)C(=O)C[N@@H+]1CCC[C@@H]1c1ccco1,CC(=O)C[N@@H+]1CCC[C@@H]1c1ccco1,-5.7,194.254,0.5884,3,2,1,83.696,-0.76,1.567,94.899,-3.214,Yes,No,No,0.412,0.686,-0.089,-3.474,No,No,No,No,No,No,No,1.253,No,No,0.732,No,No,2.686,0.704,Yes,No,0.01,2.281
152055435,CCC[N@H+](CC)CCNC(=O)NCc1noc(C2CC2)n1,CNCc1noc(C2CC2)n1,-4.9,153.185,0.6664,3,4,1,64.985,-0.326,1.192,87.788,-3.223,No,No,No,0.41,0.679,-0.286,-2.951,No,No,No,No,No,No,No,1.175,No,No,0.756,No,No,2.532,2.436,Yes,Yes,-0.323,2.44
152055436,COC(=O)[C@@H](CF)NC(=O)c1cccc(OCc2cscn2)c1,CN[C@H](CF)C(C)=O,-4.1,119.139,0.1329,3,2,1,48.076,0.801,1.591,100,-3.329,No,No,No,0.126,0.864,0.098,-3.022,No,No,No,No,No,No,No,0.811,No,No,0.988,No,No,2.057,2.069,No,Yes,-0.651,2.869
152055437,Cc1cc(C(=O)NC[C@H]2CCC[C@@H]2N2CCOCC2)cc(C)c1F,CC(=O)c1cc(C)c(F)c(C)c1,-5.7,166.195,2.64514,1,1,0,71.218,-2.967,1.228,97.697,-2.332,No,No,No,0.111,0.385,0.405,-2.073,No,No,Yes,No,No,No,No,0.556,No,No,1.277,No,No,1.819,2.222,No,No,0.653,1.135
152055438,O=C(N[C@@H]1CCCN(c2cccc(F)c2)C1)N1CC[NH+](C2CC2)CC1,Cc1cccc(F)c1,-5.1,110.131,2.13412,0,0,0,47.962,-1.932,1.542,96.102,-1.387,No,No,No,0.199,0.401,0.428,-1.727,No,No,Yes,No,No,No,No,0.139,No,No,1.031,No,No,1.803,2.217,No,No,0.168,1.216
152055439,Cc1ccc(NC(=O)C(=O)N2CC[C@@H](C3CC3)C2)cc1OC(F)F,CNc1ccc(C)c(C)c1,-5.7,135.21,2.34514,1,1,1,62.076,-2.244,1.405,94.24,-1.642,No,No,No,0.305,0.391,0.47,-1.609,No,No,Yes,No,No,No,No,0.398,No,No,0.829,No,No,2.191,2.056,No,Yes,0.326,0.953
152055440,CCC[N@@H+](CC)CCNC(=O)NCc1noc(C2CC2)n1,CNCc1noc(C2CC2)n1,-4.9,153.185,0.6664,3,4,1,64.985,-0.326,1.192,87.788,-3.223,No,No,No,0.41,0.679,-0.286,-2.951,No,No,No,No,No,No,No,1.175,No,No,0.756,No,No,2.532,2.436,Yes,Yes,-0.323,2.44
152055441,CN(CCO)C(=O)[C@@H]1CCN(c2cccc(OC(F)(F)F)c2)C1=O,Cc1cccc(C)c1,-5.9,106.168,2.30344,0,0,0,50.161,-2.581,1.498,96.631,-1.261,No,No,No,0.38,0.383,0.432,-1.697,No,No,Yes,No,No,No,No,0.264,No,No,0.965,No,No,1.793,2.186,No,No,0.043,1.091
152055442,CC[NH+](CC)CCSCC(=O)NCCc1cc(C)no1,CNCCc1cc(C)no1,-4.7,140.186,0.74492,3,3,1,60.406,0.057,1.442,92.102,-2.633,Yes,No,No,0.297,0.75,-0.197,-2.932,No,No,No,No,No,No,No,0.888,No,No,0.869,No,No,2.475,1.242,Yes,Yes,-0.27,2.208
152055443,COc1ccccc1CN(C)C(=O)C[N@H+]1CCC[C@@H]1c1ccco1,COc1ccccc1CN(C)C,-5.3,165.236,1.7568,3,2,0,73.765,-1.548,1.495,91.886,-2.31,No,No,No,0.807,0.701,0.742,-2.254,No,No,No,No,No,No,No,0.704,No,No,0.585,No,No,3.09,1.536,No,Yes,0.134,1.578
152055444,Cc1cnc2c(c1)N(C(=O)[C@@H](C)CN(C)C(=O)OC(C)(C)C)CCO2,Cc1cnc2c(c1)N(C)CCO2,-5.8,164.208,1.21862,0,3,0,71.978,-1.17,1.819,100,-2.727,No,No,No,-0.104,0.569,-0.053,-2.868,No,No,No,No,No,No,No,0.43,No,No,0.801,No,No,2.281,1.972,Yes,No,0.263,1.927
152055445,CCC(=O)N1CC[C@@H](NC(=O)N2CC[C@@H](Oc3ccc(F)cc3)C2)C1,Cc1ccc(F)cc1,-5.1,110.131,2.13412,0,0,0,47.962,-1.951,1.339,95.491,-1.515,No,No,No,0.141,0.412,0.456,-1.721,No,No,No,No,No,No,No,0.139,No,No,1.114,No,No,1.706,2.181,No,Yes,0.146,1.495
152055446,CC(C)[N@@H+]1CCC[C@@H](CNC(=O)N2CC[C@H](c3cnn(C)c3)C2)C1,CNC[C@@H]1CCC[N@@H+](C(C)C)C1,-5.2,171.308,-0.0909,3,1,2,76.328,-0.605,1.354,89.352,-2.312,No,No,No,0.912,0.778,0.202,-2.125,No,No,No,No,No,No,No,1.185,No,No,0.466,No,No,2.193,0.62,No,Yes,0.365,2.283
152055447,C[C@@](O)(C(=O)NCCc1ccccc1O)C1CCOCC1,CNCCc1ccccc1O,-5.5,151.209,1.1541,3,2,2,66.87,-0.923,1.57,81.577,-2.62,No,No,No,0.822,0.573,-0.135,-1.716,No,No,No,No,No,No,No,0.96,Yes,No,0.199,No,No,2.436,1.474,No,Yes,-0.342,1.773
152055448,C[C@@H](O)c1ccc(CNC(=O)[C@H]2COc3ccc(F)cc3C2)cc1,CC(=O)[C@H]1COc2ccc(F)cc2C1,-6.6,194.205,1.9658,1,2,0,81.691,-2.672,1.357,97.527,-2.504,No,No,No,-0.119,0.341,0.182,-2.14,No,No,Yes,No,No,No,No,0.397,No,No,0.98,No,No,1.86,2.132,No,No,0.869,1.514
152055449,C[N@@H+]1C[C@@H](NC(=O)CCOCc2ccccc2)[C@H](c2ccccc2)C1,CN[C@@H]1C[N@@H+](C)C[C@H]1c1ccccc1,-5.8,191.298,-0.1135,2,1,2,85.925,-1.206,1.497,76.996,-2.705,Yes,No,No,1.331,0.539,0.226,-1.242,Yes,Yes,No,No,No,No,No,1.211,Yes,No,0.087,No,No,2.231,1.522,No,Yes,-0.056,1.792
152055450,C[C@@H](C(=O)NCCc1ccc(F)cc1)N1CCC[C@@H]1c1ccco1,CNCCc1ccc(F)cc1,-4.9,153.2,1.5876,3,1,1,66.242,-1.175,1.305,94.52,-1.926,No,No,No,0.688,0.46,0.639,-1.538,No,No,No,No,No,No,No,0.957,No,No,0.713,No,No,2.26,1.64,No,Yes,0.246,1.518
152055451,O=C([C@@H]1C[N@H+]2CCCN1CC2)N1CC[C@@H]1c1ccccc1,CN1CC[C@@H]1c1ccccc1,-5.6,147.221,2.0632,1,1,0,67.645,-1.785,1.524,93.809,-1.757,No,No,No,0.95,0.438,0.628,-1.72,Yes,No,No,No,No,Yes,No,0.987,No,No,0.325,No,No,2.493,1.814,Yes,Yes,0.528,1.306
152055452,O=C(NC[C@@H](CO)c1cccnc1)c1ccc(NC(=O)C2CC2)cc1,CNc1ccc(C(C)=O)cc1,-5.4,149.193,1.9309,2,2,1,66.238,-1.672,1.312,94.015,-1.866,No,No,No,0.071,0.414,0.151,-1.754,No,No,Yes,No,No,No,No,0.536,No,No,0.952,No,No,2.183,1.899,No,Yes,0.261,1.607
152055453,C[N@H+]1C[C@@H](NC(=O)CCOCc2ccccc2)[C@H](c2ccccc2)C1,CN[C@@H]1C[N@H+](C)C[C@H]1c1ccccc1,-5.5,191.298,-0.1135,2,1,2,85.925,-1.206,1.497,76.996,-2.705,Yes,No,No,1.331,0.539,0.226,-1.242,Yes,Yes,No,No,No,No,No,1.211,Yes,No,0.087,No,No,2.231,1.522,No,Yes,-0.056,1.792
152055454,CC(C)[N@H+]1CCC[C@@H](CNC(=O)N2CC[C@H](c3cnn(C)c3)C2)C1,CNC[C@@H]1CCC[N@H+](C(C)C)C1,-5.2,171.308,-0.0909,3,1,2,76.328,-0.605,1.354,89.352,-2.312,No,No,No,0.912,0.778,0.202,-2.125,No,No,No,No,No,No,No,1.185,No,No,0.466,No,No,2.193,0.62,No,Yes,0.365,2.283
152055455,CN1C[C@@H](NC(=O)CCOCc2ccccc2)[C@H](c2ccccc2)C1,CN[C@@H]1CN(C)C[C@H]1c1ccccc1,-5.5,190.29,1.3036,2,2,1,85.925,-1.734,1.498,77.563,-2.693,Yes,No,No,1.4,0.475,0.222,-1.24,Yes,Yes,No,No,No,No,No,0.861,Yes,No,0.09,No,No,2.352,1.697,No,Yes,0.163,1.437
152055456,O=C([C@@H]1C[N@@H+]2CCCN1CC2)N1CC[C@@H]1c1ccccc1,CN1CC[C@@H]1c1ccccc1,-5.6,147.221,2.0632,1,1,0,67.645,-1.785,1.524,93.809,-1.757,No,No,No,0.95,0.438,0.628,-1.72,Yes,No,No,No,No,Yes,No,0.987,No,No,0.325,No,No,2.493,1.814,Yes,Yes,0.528,1.306
152055457,C[N@H+](CC(=O)NC[C@@H](CO)c1ccccc1Cl)[C@H]1CCSC1,CNC[C@@H](CO)c1ccccc1Cl,-5.2,199.681,1.6353,4,2,2,83.539,-1.575,1.456,93.774,-2.354,Yes,No,No,0.581,0.447,0.214,-1.476,No,No,No,No,No,Yes,No,0.885,No,No,0.526,No,No,2.494,1.77,Yes,Yes,-0.127,1.446
152055458,C[C@@H](C(=O)NCCc1ccc(F)cc1)[N@@H+]1CCC[C@@H]1c1ccco1,CC(=O)[C@H](C)[N@@H+]1CCC[C@@H]1c1ccco1,-5.6,208.281,0.9769,3,2,1,90.061,-1.102,1.581,94.995,-3.163,Yes,No,No,0.444,0.709,-0.073,-3.52,No,No,No,No,No,No,No,1.3,No,Yes,0.21,No,No,2.401,0.662,Yes,Yes,0.077,2.165
152055459,Cc1ccc(OCC(=O)N2C[C@@H](O)C[C@H]2c2ccc(F)c(F)c2)cc1,CN1C[C@@H](O)C[C@H]1c1ccc(F)c(F)c1,-6.1,213.227,1.7023,1,2,1,87.135,-1.839,1.417,94.198,-3.046,Yes,No,No,0.503,0.431,0.232,-1.798,No,No,No,No,No,No,No,0.791,No,No,0.649,No,No,2.644,1.956,No,No,0.421,1.699
152055460,O=C([C@@H]1CN2CCCN1CC2)N1CC[C@@H]1c1ccccc1,CN1CC[C@@H]1c1ccccc1,-5.6,147.221,2.0632,1,1,0,67.645,-1.785,1.524,93.809,-1.757,No,No,No,0.95,0.438,0.628,-1.72,Yes,No,No,No,No,Yes,No,0.987,No,No,0.325,No,No,2.493,1.814,Yes,Yes,0.528,1.306
152055461,C[N@@H+](CC(=O)NC[C@@H](CO)c1ccccc1Cl)[C@H]1CCSC1,CNC[C@@H](CO)c1ccccc1Cl,-5.2,199.681,1.6353,4,2,2,83.539,-1.575,1.456,93.774,-2.354,Yes,No,No,0.581,0.447,0.214,-1.476,No,No,No,No,No,Yes,No,0.885,No,No,0.526,No,No,2.494,1.77,Yes,Yes,-0.127,1.446
152055462,O=C(N[C@H]1C[C@H]1c1c(F)cccc1F)N1CCC(n2cncn2)CC1,CN[C@H]1C[C@H]1c1c(F)cccc1F,-5.9,183.201,2.0401,2,1,1,75.766,-1.947,1.262,94.116,-2.619,No,No,No,0.733,0.436,0.571,-1.722,No,No,Yes,No,No,Yes,No,0.966,No,No,0.58,No,No,2.633,2.047,Yes,No,0.89,1.083
152055463,Cc1cc(CCNC(=O)c2cnc3cnccc3c2)on1,CC(=O)c1cnc2cnccc2c1,-6,172.187,1.8324,1,3,0,75.444,-1.6,1.816,99.216,-2.261,No,No,No,-0.292,0.407,0.517,-2.831,No,No,Yes,No,No,No,No,0.669,No,No,0.82,No,No,2.541,2.88,No,No,0.383,1.031
152055464,C[C@H](c1ccccc1)N(C)C(=O)NC[C@@H]1CN2CCCC[C@H]2CO1,CNC[C@@H]1CN2CCCC[C@H]2CO1,-5.5,184.283,0.4591,2,3,1,80.435,-0.628,1.443,97.193,-3.269,Yes,No,No,0.889,0.849,0.096,-3.466,No,No,No,No,No,No,No,1.064,No,No,0.546,No,No,2.023,0.764,Yes,Yes,0.02,2.859
152055465,C[C@@H](C(=O)NCCc1ccc(F)cc1)[N@H+]1CCC[C@@H]1c1ccco1,CNCCc1ccc(F)cc1,-4.9,153.2,1.5876,3,1,1,66.242,-1.175,1.305,94.52,-1.926,No,No,No,0.688,0.46,0.639,-1.538,No,No,No,No,No,No,No,0.957,No,No,0.713,No,No,2.26,1.64,No,Yes,0.246,1.518
152055466,C[C@H](c1ccccc1)N(C)C(=O)NC[C@@H]1C[N@@H+]2CCCC[C@H]2CO1,CNC[C@@H]1C[N@@H+]2CCCC[C@H]2CO1,-5.3,185.291,-0.958,2,2,2,80.435,-0.121,1.442,96.627,-3.323,Yes,No,No,0.82,0.91,0.1,-3.467,No,No,No,No,No,No,No,1.225,No,No,0.561,No,No,1.753,0.59,Yes,Yes,-0.036,3.215
152055467,CN(CC(=O)NC[C@@H](CO)c1ccccc1Cl)[C@H]1CCSC1,CNC[C@@H](CO)c1ccccc1Cl,-5.2,199.681,1.6353,4,2,2,83.539,-1.575,1.456,93.774,-2.354,Yes,No,No,0.581,0.447,0.214,-1.476,No,No,No,No,No,Yes,No,0.885,No,No,0.526,No,No,2.494,1.77,Yes,Yes,-0.127,1.446
152055469,CCn1cc(CNC(=O)C(C)(C)c2cnn(C)c2)cn1,CC(=O)C(C)(C)c1cnn(C)c1,-4.7,166.224,1.2867,2,3,0,72.39,-1.397,1.435,99.692,-2.615,No,No,No,-0.16,0.585,-0.133,-2.722,No,No,No,No,No,No,No,0.638,No,No,1.074,No,No,2.251,2.266,Yes,Yes,0.218,1.891
152055470,C[C@H](c1ccccc1)N(C)C(=O)NC[C@@H]1C[N@H+]2CCCC[C@H]2CO1,CNC[C@@H]1C[N@H+]2CCCC[C@H]2CO1,-5.3,185.291,-0.958,2,2,2,80.435,-0.121,1.442,96.627,-3.323,Yes,No,No,0.82,0.91,0.1,-3.467,No,No,No,No,No,No,No,1.225,No,No,0.561,No,No,1.753,0.59,Yes,Yes,-0.036,3.215
152055471,COC[C@H](C)[C@H](C)C(=O)N1CCN2C(=O)N(CC(C)C)C[C@@H]2C1,CN1CCN2C(=O)N(C)C[C@@H]2C1,-4.7,169.228,-0.3322,0,2,0,72.723,-1.223,1.446,91.915,-3.789,Yes,No,No,0.443,0.825,-0.029,-3.603,No,No,No,No,No,No,No,0.656,No,No,0.936,No,No,1.956,0.54,Yes,No,-0.482,3.456
152055472,COc1cccc(CNC(=O)[C@H](C)N2CCC[C@@H]2c2ccco2)c1,CNCc1cccc(OC)c1,-5,151.209,1.4146,3,2,1,67.19,-0.825,1.535,95.298,-1.95,No,No,No,0.634,0.513,0.183,-1.793,No,No,No,No,No,No,No,0.922,No,No,0.678,No,No,2.456,1.588,No,Yes,0.072,1.647
152055473,COc1cccc(C(F)(F)CNC(=O)[C@H](C)OC)n1,CNCC(F)(F)c1cccc(OC)n1,-7.2,202.204,1.4014,4,3,1,81.105,-1.174,1.675,94.719,-2.944,No,No,No,0.249,0.73,-0.075,-3.409,No,No,No,No,No,No,No,0.69,No,No,0.707,No,No,2.793,0.672,Yes,Yes,0.58,2.422
152055475,C[C@H](CNC(=O)N1CC[C@H](c2cnn(C)c2)C1)C[NH+]1CCCCC1,CN1CC[C@H](c2cnn(C)c2)C1,-5,165.24,0.8392,1,3,0,72.982,-0.823,1.582,96.843,-2.706,No,No,No,0.46,0.66,0.044,-2.762,No,No,No,No,No,No,No,0.797,No,No,0.574,No,No,2.464,1.193,Yes,No,0.493,2.083
152055476,COc1cccc(CNC(=O)[C@H](C)[N@@H+]2CCC[C@@H]2c2ccco2)c1,CC(=O)[C@H](C)[N@@H+]1CCC[C@@H]1c1ccco1,-5.6,208.281,0.9769,3,2,1,90.061,-1.102,1.581,94.995,-3.163,Yes,No,No,0.444,0.709,-0.073,-3.52,No,No,No,No,No,No,No,1.3,No,Yes,0.21,No,No,2.401,0.662,Yes,Yes,0.077,2.165
152055477,C[N@@H+]1C[C@@H](NC(=O)COc2ccc(F)cc2F)[C@@H](c2ccccc2)C1,CN[C@@H]1C[N@@H+](C)C[C@@H]1c1ccccc1,-5.3,191.298,-0.1135,2,1,2,85.925,-1.206,1.497,76.996,-2.705,Yes,No,No,1.331,0.539,0.226,-1.242,Yes,Yes,No,No,No,No,No,1.211,Yes,No,0.087,No,No,2.231,1.522,No,Yes,-0.056,1.792
152055478,COC(=O)c1cnc(C(=O)NC[C@@H](CO)c2ccccc2Cl)cn1,CC(=O)c1cnc(C(C)=O)cn1,-5.5,164.164,0.8818,2,4,0,69.654,-1.122,1.262,96.073,-2.65,No,No,No,-0.403,0.604,-0.291,-2.937,No,No,No,No,No,No,No,0.788,No,No,1.42,No,No,2.279,2.896,Yes,No,-0.296,2.374
152055480,C[N@H+]1C[C@@H](NC(=O)COc2ccc(F)cc2F)[C@@H](c2ccccc2)C1,CN[C@@H]1C[N@H+](C)C[C@@H]1c1ccccc1,-5.7,191.298,-0.1135,2,1,2,85.925,-1.206,1.497,76.996,-2.705,Yes,No,No,1.331,0.539,0.226,-1.242,Yes,Yes,No,No,No,No,No,1.211,Yes,No,0.087,No,No,2.231,1.522,No,Yes,-0.056,1.792
